ID	Text	LanguageID	Translation
3962529	Ka pyrthei ka shad pyllun.	277131	The earth rotates.
3962530	Ieid iaka pyrthei.	2195638	Love the earth.
3962532	Ka pyrthei ka rkhie da ki syntiew.	2887192	Earth laughs in flowers.
3962533	Ngi sah ha pyrthei.	3444798	We live on Earth.
3962683	Nga thngan palat!	1213515	I'm so hungry!
3962685	Nga lah thngan palat.	1213515	I'm so hungry!
3962703	Ngi khlem iohpateng iakane ka pyrthei na ki mynbarim jongngi, ngi pankylliang na ki khun jongngi.	3962691	We do not inherit the earth from our ancestors, we borrow it from our children.
3962798	Nga don jingieng.	1742364	I have an erection.
3962800	U Ned u bad pynieng iaka lama.	35788	Ned held the flag erect.
3962809	U Tom u deng ka iitkhmat jongu.	2544548	Tom put on his sunglasses.
3963772	Nga ieid ia u Blei	3755652	I love God.
3964201	Shijur ki sohshkor ki long ki jingai ba itynnad iaka.	308727	A pair of earrings is a nice present for her.
3964204	Ka jingstad!	36065	How smart!
3964211	Ka jingbieij.	36090	How foolish!
3964216	Ka jingiskuin.	36097	How cute!
3964240	Ka jingsngewtynnad!	36125	How wonderful!
3965999	Wat khuslai.	506446	Don't worry.
3966098	U Tom u lah smai ba un nym leh shuh iakato.	3733437	Tom has promised he won't do that anymore.
3966106	Phi kwah ban wan shong bad nga?	2013871	Do you want to come sit by me?
3967081	Bam!	3628784	Eat!
3967083	Bam lut.	273828	Eat everything.
3967086	Bam baroh.	273828	Eat everything.
3967088	Bam barohkhoit.	273828	Eat everything.
3967094	Nga bam.	1120797	I eat.
3967099	Bam shaw.	1242070	Eat noodles.
3967102	Bam soh!	1388916	Eat fruits!
3967105	Bam suki.	1495917	Eat slowly.
3967107	Ieng!	325429	Stand up!
3967108	Ieng joit!	325429	Stand up!
3967113	Shuh.	1935050	Stand aside.
3967115	Shuh shatai.	1935050	Stand aside.
3967116	Wat wit.	1935050	Stand aside.
3967117	Shuh nangne.	1935050	Stand aside.
3967119	Ieng beit!	2111527	Stand still!
3967120	Ieng khop!	2111527	Stand still!
3967127	Song ki tiar.	2249755	Pack your bags.
3967129	Song ki pla.	2249755	Pack your bags.
3967130	Lum ki pla.	2249755	Pack your bags.
3967132	Lum ki tiar.	2249755	Pack your bags.
3967139	Kane kadei ka pakha ba khylliap, bad plie iaka kumne. Kadei naka bynta ki sngi lyiur ba shit.	2982208	This is a folding fan, and this is how you open it. It's for hot summer days.
3967147	Ka shit.	423405	It's hot.
3967148	Ka khluit.	423405	It's hot.
3967153	Ka shit mynta.	242881	It's hot today.
3967157	Ka shit mynta ka sngi.	242881	It's hot today.
3967160	Ka shit palat.	267106	It's too hot.
3967161	Ka khluit palat.	267106	It's too hot.
3967166	Ka siat iaka helicopter.	2880508	She shot down a helicopter.
3968229	Tam.	41717	Pick it up.
3968231	Khar.	41717	Pick it up.
3968233	Ka kheit syntiew.	312911	She picked flowers.
3968234	Ka phut syntiew.	312911	She picked flowers.
3968235	Ka tam syntiew.	312911	She picked flowers.
3968236	Ka khar syntiew.	312911	She picked flowers.
3968239	Nga kwah klet noh shaphang kato.	2014293	I just want to forget about it.
3968241	Nga sngew kumba nga tuh iaki sentence jong phi.	3968240	I feel like I'm stealing your sentences.
3968242	U ban iaka khyllung.	3968243	He is lying on the baby.
3968245	Ngam tip lada u don bor phylla ne em, hynrei u kham khlain ban ia kiwei kiwei.	329542	I don't know if he has any special powers or not, but he's probably stronger than a normal human.
3968246	Hooid.	477086	Yes.
3968247	Haoid.	477086	Yes.
3968248	Ho oah.	477086	Yes.
3968249	Hm mm.	477086	Yes.
3968250	Em.	477061	No.
3968251	Nai.	477061	No.
3968252	Mm huh.	477061	No.
3968254	U ban ia i khyllung.	3968243	He is lying on the baby.
3968255	U ban ia u khyllung.	3968243	He is lying on the baby.
3968260	Mano ba sumar i'u Tom mynba kane ka jia.	3132888	Who was taking care of Tom when this happened?
3968265	Iarap ianga.	266065	Help me.
3968436	Nga ieid iapha.	1434	I love you.
3968439	Nga ieid iame.	1434	I love you.
3968442	Nga thikna phi bunkam bha.	2046775	I'm sure you're very busy.
3968445	Nga thikna pha bunkam bha.	2046775	I'm sure you're very busy.
3968447	Nga thikna me bunkam bha.	2046775	I'm sure you're very busy.
3968450	Phi kren english?	378270	Do you speak English?
3968453	Phi kren phareng?	378270	Do you speak English?
3968456	Don ki dewlynnong haka duriaw.	3663249	There are islands in the sea.
3968458	Nga don artylli ki miaw.	2412739	I have two cats.
3968461	Haei phi sah?	370708	Where do you live?
3968603	Ngam kwah ban leit skul.	1860	I don't want to go to school.
3968604	Ngam kwah ban leit sha skul.	1860	I don't want to go to school.
3968607	Phi dei mano?	356200	Who are you?
3968617	Phi dei iei?	356200	Who are you?
3968624	Phi kwah aiu?	1622	What do you want?
3968634	Aiu phi kwah?	1622	What do you want?
3968637	Kaei phi kwah?	1622	What do you want?
3968641	Phi lah don katno snem?	436243	How old are you?
3968643	Ngam sngewthuh.	376611	I don't understand.
3968645	Lah thikna?	1326	Are you sure?
3968648	U Burj Khalifa mynta u dei u jingtei ba jrong tam ha ka pyrthei.	1399479	Burj Khalifa is currently the tallest skyscraper in the world.
3968653	Map.	38387	I'm sorry.
3968655	Map ianga.	38387	I'm sorry.
3968663	Kloi.	1329	Hurry up.
3968665	Wut.	1329	Hurry up.
3968667	Kloi kloi.	1329	Hurry up.
3968668	Wut wut.	1329	Hurry up.
3968676	Wei, ar, lai, saw, san, hynriew, hynniew, phra, khyndai, shiphew.	413731	One, two, three, four, five, six, seven, eight, nine, ten.
3969252	Ngi dei ban mih noh mynta mynta.	3178449	We must leave immediately.
3971642	Ka jingshisha ka long ba nga thok.	265106	The truth is I told a lie.
3971651	Kam ju iohi shuh ia ka hymmen jongka.	2276579	She never saw her sister again.
3978614	Ka jingkyrni kyiad jong ki samla ka dei ka jingeh bakhraw.	3272413	The abuse of alcohol among young people is a serious problem.
3978617	U Tom u kawang maw ia uwei na ki ksew jongnga.	3166098	Tom threw a rock at one of my dogs.
3978621	Nga biang ia mynta.	2549635	I'm OK for now.
3978625	Ka dang ring mynsiem.	2249291	It's still breathing.
3981131	Balei ki mrad kim lah ban kren?	3981134	Why can't animals talk?
3986999	Nga lah kyrshan iaphi shilynter.	259588	I have supported you throughout.
3987001	Shisien ka sngi, ka iathuh ianga ba ka kwah miaw.	67166	One day, she told me that she wanted a pet cat.
3987002	Nga kwah ban leit biang sha la ki paralok.	2014694	I want to go back to my friends.
3987006	Ngin rem.	2203673	We'll fail.
3987007	Ngin sa rem.	2203673	We'll fail.
3987008	Ngin sa ia rem.	2203673	We'll fail.
3987010	Ka lieh sniehdoh hynrei u para jongka pat u iong.	2461	She's got a fair complexion while her brother is very dark.
4000144	Phi ong aiu?	433498	What're you saying?
4000145	Phi kren aiu?	433498	What're you saying?
4007028	Kine ki mrad ki long paralok bha.	1911990	These animals are friendly.
4007037	Bun naki iingmane Japan la shna da ki dieng.	41171	Most Japanese temples are made of wood.
4007058	Ka khot sngewbha ianga ban bam.	2682163	She invited me to eat.
4007059	Nga don hangne ban sah.	2549322	I'm here to stay.
4046937	Phim tip iaka system.	2402223	You don't know the system.
4046941	Nga bishni iaphi.	2547916	I was jealous of you.
4046944	U Tom u kwah baka Mary kan leit noh.	3737223	Tom wanted Mary to go away.
4046950	Don tang ki kot ha duli.	3200193	There are only books on the shelf.
4046955	Ki iakylliang jingaikhublei.	2243113	They exchanged hellos.
4046960	Phi lah ban iohsngew ianga?	250795	Can you hear me?
4046961	Iohsngew ianga?	250795	Can you hear me?
4046964	U Tom u plie sted iaka duli bad u sei ka suloi.	2957801	Tom quickly opened the drawer and pulled out a gun.
4046968	Kam dei ka snam, dei u bit.	780216	It's not blood. It's beet.
4054197	Tom bad Mary ki don shabar.	1877441	Tom and Mary are outside.
4054202	U Tom bad Ka Mary ki don shabar.	1877441	Tom and Mary are outside.
4054220	Bud iaki khlur.	982861	Follow the stars.
4054226	Ki khlur ki long kiba itynnad.	3123774	Stars are beautiful.
4054228	Ki khlur ki itynnad.	3123774	Stars are beautiful.
4054233	Ki khlur ki mih.	271525	The stars came out.
4054234	U bnai u lah sep.	238792	The moon has set.
4054237	U bnai u shai.	462826	The moon is shining.
4054239	U bnai u phyrnai.	462826	The moon is shining.
4054262	Kyllalynkot, Rymphang, Lber, Iaiong, Jymmang, Jylliew, Naitung, Nailar, Nailur, Risaw, Naiwieng bad Nohprah kidei ki khat-ar tylli ki bnai jong u snem.	621957	January, February, March, April, May, June, July, August, September, October, November and December are the twelve months of the year.
4054379	Ka khylliap iaka nep.	3565120	She folded the quilt.
4054385	Sangeh. Ka smieij.	1908407	Stop. That tickles.
4054388	Sangeh pynsmieij ianga.	2264972	Stop tickling me!
4054395	Wat pynsmieij ianga.	2652731	Don't tickle me!
4054397	Wat ktik ianga.	2652731	Don't tickle me!
4054401	Sangeh ktik ianga.	2264972	Stop tickling me!
4054405	Kren jem.	2800093	Speak softly.
4054407	Kren suki.	2800093	Speak softly.
4054415	Ka eh kane.	869091	This is difficult.
4054418	Kane ka eh.	869091	This is difficult.
4054421	Kane ka long kaba eh.	869091	This is difficult.
4054422	Kane ka long kaba jynjar.	869091	This is difficult.
4054426	Kane ka jynjar.	869091	This is difficult.
4054431	Ka jynjar kane.	869091	This is difficult.
4060044	Nga thied u khulom na bynta ka sngikha jongphi.	70475	I bought a pen for your birthday present.
4060046	U Tom u iuh ha ki iit ba lah pait.	1867874	Tom stepped on some broken glass.
4060089	Nga kwah iaphi ba phin rwai kawei ka jingrwai.	475754	I would like you to sing a song.
4064225	Balei um ju bamjasngi shuh bad nga?	1813975	Why doesn't he eat lunch with me anymore?
4064250	Nga thikna ba u Tom u lah ban leh.	3736554	I'm pretty sure that Tom can do it.
4064599	Ka shim i'u Tom katto-katne kynta ban pyndait ia ka jingthiah ba ki jingbatai ki ong ba kan shim shikynta duna ban pyndait.	3388976	It took Tom several hours to assemble a bunk bed that the instructions said would take less than an hour to assemble.
4064829	U nongialam u dei ban tip haei ban shna ka tent.	29709	The leader should know where to set up the tent.
4074666	Kumno ngin leh iakata?	2193973	How are we going to do that?
4074673	Ngin leh kumno iakata?	2193973	How are we going to do that?
4074682	Hynrei kidei lut ki briew.	39327	But they are all people.
4074929	Ka ieid ban shet.	2239362	She loves to cook.
4074943	Nga khlem mut ban peitseh.	2275891	I didn't mean to stare.
4074973	Shu khie joit.	2249420	Just get up.
4074991	Wan kloi!	274037	Come quick!
4078817	Nga kwah iaphi, Tom.	2011313	I want you, Tom.
4078820	Nga kwah iame, Tom.	2011313	I want you, Tom.
4078825	Pule shuwa iakane.	2049744	Read this first.
4078827	Pule iakane shuwa.	2049744	Read this first.
4078829	Iakane shuwa pule.	2049744	Read this first.
4078831	Khublei, baroh.	2652938	Thanks, everyone.
4078840	Ngam sngewtynnad iakane ka kot. Ka phyrnai palat.	2261555	I don't like this paper. It's too shiny.
4078846	Ngam sngewtynnad iakane ka kot. Ka shai palat.	2261555	I don't like this paper. It's too shiny.
4089291	Ki ia tieng lut i'u Tom.	1898130	They're all scared of Tom.
4089305	Kumno ngan shu tip?	25498	How should I know?
4089308	Ngan shu tip kumno?	25498	How should I know?
4089310	Ngan tip kumno?	25498	How should I know?
4089322	Nga dei ka kristan.	2247884	I'm a Christian.
4089327	Ka kamra jongphi ka heh arshah ia ka jongnga.	16915	Your room is twice the size of mine.
4089330	Ki la khot iaphi.	2252717	They called you.
4094847	U Tom u hap naka truck katba u dang aibam ia ki reindeer.	3497352	Tom fell off the truck while he was feeding the reindeer.
4095934	Nga kynmaw ia kata.	2247384	I remember that.
4095936	Nga kynmaw ia kato.	2247384	I remember that.
4095938	Nga kynmaw ia katei.	2247384	I remember that.
4095940	Nga kynmaw ia katai.	2247384	I remember that.
4095942	Ka peit ianga.	314431	She looked at me.
4095944	I peit ianga.	314431	She looked at me.
4107270	Phi lah ban leit lada phi kwah.	30849	You can go if you want to.
4107272	Phi lah ban ia leit lada phi ia kwah.	30849	You can go if you want to.
4107275	Me lah ban leit lada me kwah.	30849	You can go if you want to.
4107279	Me lah ban ia leit lada me ia kwah.	30849	You can go if you want to.
4107287	Pha lah ban leit lada pha kwah.	30849	You can go if you want to.
4107292	Pha lah ban ia leit lada pha ia kwah.	30849	You can go if you want to.
4107318	Kum kynrad, kum nongbud.	2563045	Like master, like disciple.
4107335	Nga khlem kwah ban leh.	2011754	I didn't want to do it.
4107346	Nga kwah iaphi ban doh ianga.	1300148	I want you to kiss me.
4111343	Wat thok. Iathuh hok.	65619	Don't tell a lie. Be honest.
4111345	Ngi la wan iing.	2241668	We've come home.
4111351	Ngan nym leit phai biang.	3057789	I'm not going to go back.
4111352	U lehkai beach volleyball.	1737248	He plays beach volleyball.
4111361	Kata kalong kaba sniewbok.	2250984	That was unfortunate.
4111363	Nga call sha office jong u mynin.	244653	I called at his office yesterday.
4111369	Mynta, nga thoh da ki dak thymmai.	1744626	Now, I write with the new font.
4111374	Nga khublei iaphi.	252766	I thank you.
4115970	Wat bakla biang.	1789333	Don't repeat the same mistake!
4115972	Sngewbha mih na kamrashet.	2891808	Please get out of the kitchen.
4115978	Me ioh ban peit iaka.	2470107	Did you get a good look at her?
4115990	Nga hap ai jingkren?	246619	Do I have to make a speech?
4115992	Ngi lah dei ban iapoi biang.	3313151	We should be getting back.
4115993	Ngam donkam shuh iaka loan.	1445481	I no longer need a loan.
4116030	Ngan leh ia kaei kaba dei ban leh.	2544872	I'll do what must be done.
4126707	Ka pyngngad.	2187232	It's refreshing.
4639342	Shaei de ngan leit?	3428583	Where else would I go?
4639344	Phet na iing jongnga.	1224050	Get out of my house!
4639357	Ka jinglong ka kham sniew ban ia kaba ngi ngeit.	2426	The situation is worse than we believed.
4639358	Phi dei ban sngapjar.	272042	You must keep quiet.
4639360	Nga i i'u Tom ba ai syntiew iaka Mary.	2406132	I saw Tom give a flower Mary.
4639362	Phi lah ban leh katba phi mon.	3567738	You may do what you wish.
4639363	Iathuh ianga haei ka waiñ ka don.	3200340	Tell me where the wine is.
4639364	Iathuh ianga haei ka don ka waiñ.	3200340	Tell me where the wine is.
4639367	U Tom u hap na lybong kmie jong u.	3823188	Tom fell off his mother's lap.
4639370	Ka kmie jong ka ka sah sha nongkyndong dalade.	308978	Her mother lives in the country all by herself.
4639375	Barabor ngi leh ia kaei ba ngi hap ban leh, ym dei ia kaei ba ngi kwah.	2042642	We often do what we have to do, not what we want to do.
4639377	Ka khriat bha.	2549720	I was so cold.
4639380	U Tom u kham bunkam ban ia nga.	4529596	Tom was even busier than I was.
4639386	Kane ka kot kadei ka kot thymmai.	67821	That book is a new book.
4639390	Kane ka kitab kadei ka kitab thymmai.	67821	That book is a new book.
4639393	Baroh ki don eiei ban buhrieh.	2275801	Everybody's got something to hide.
4639396	U Tom u i sngewsih.	1024528	Tom looks sad.
4639397	U Tom u khlem leh eiei ba bakla.	1094819	Tom didn't do anything wrong.
4639398	U Tom u khlem leh bakla eiei.	1094819	Tom didn't do anything wrong.
4639399	Nga shu donkam katto-katne u aspirin.	2372816	I just need some aspirin.
4639402	U Tom un sa iap khlem jingiarap jongphi.	3161749	Tom will die without your help.
4639404	Ka long ka bymlahlong ianga.	1832198	That's impossible for me.
4639408	Nga ioh beer.	2248376	I've got beer.
4639410	U Tom u don ha ka surgery?	2648497	Is Tom in surgery?
4639411	Ngan shim ka jacket.	3728075	I'll take the jacket.
4639414	Ka kren kumba ka lah poi shisha sha France.	312270	She speaks as if she had really been in France.
4639481	Ngam kwah tip eiei shaphang kata.	3736336	I don't want to know anything about that.
4639484	Nga kwah ban iashoh.	1841654	I want to fight.
4639538	Lada phi kwah Jinsuk, pynkhreh iaka thma.	2314018	If you want peace, prepare for war.
4642592	Balei ngam sngewthuh phareng?	1233600	Why don't I understand English?
4642596	Balei ngam sngewthuh English?	1233600	Why don't I understand English?
4642609	Nga isih beit iaka.	3329844	I've always hated her.
4642612	Nga lah isih beit iaka.	3329844	I've always hated her.
4642634	Phin ia sngewbha sangeh iashoh.	4061824	Will you guys please stop fighting?
4642637	Nga don hangne namar nga hap ban don hangne.	3618826	I'm here because I have to be here.
4642644	U ieh baroh ki jait kot ha ka mieij jong u.	3259643	He left all kinds of papers on his desk.
4642654	Ka bha bha ban shongthait hadien ka jingiaid bajrong.	2884985	It's so good to take a rest after a long voyage.
4642658	U shong haka seat bashakhmat.	2522632	He is sitting in the front seat.
4642666	Nga sngew sieh iaki.	1637340	I feel bad for them.
4642671	U Tom u pankylliang pisa na ngi.	2956144	Tom borrowed some money from us.
4642675	Ngan don hangne.	2547300	I'll be right in here.
4642680	Kiei ki ktien ba phi nang?	1550947	What languages do you know?
4642683	Phi nang ktien aiu?	1550947	What languages do you know?
4642685	Ngin iarap iaka.	3915181	We're going to help her.
4642687	Nga iakynduh ia u ha jingkhawai.	3912130	I met him at a party.
4642692	U Tom um tip eiei u leh aiu.	3426114	Tom has no idea what he's doing.
4642694	U Tom um tip eiei aiu u leh.	3426114	Tom has no idea what he's doing.
4642697	U Tom um tip eiei ba u leh.	3426114	Tom has no idea what he's doing.
4642704	Ka lah slem ban leh iakata.	3390657	It's too late to try that.
4642707	Ka lah dier ban leh iakata.	3390657	It's too late to try that.
4642716	Lada phi tip ka jubab iakane ka jingkylli, sngewbha iathuh ianga.	352930	If you know the answer to this question, please tell me.
4642734	U jrong bad khlaiñ.	302409	He is tall and strong.
4642830	U Tom u pdiang ba u lah shah pynrem.	37021	Tom acknowledges that he was defeated.
4654900	U kham khlaiñ ban ianga.	2809240	He is stronger than me.
4654907	U Tom u dei u bakhlaiñ tam.	2273555	Tom is the strongest.
4654915	U Tom u dei u ba khlaiñ tam.	2273555	Tom is the strongest.
4654916	U Tom u dei uba khlaiñ tam.	2273555	Tom is the strongest.
4654917	U Tom u long u ba khlaiñ tam.	2273555	Tom is the strongest.
4654918	U Tom u long uba khlaiñ tam.	2273555	Tom is the strongest.
4654919	U Tom u long u bakhlaiñ tam.	2273555	Tom is the strongest.
4654949	U Tom u dei u briew ba ngiah tam ba nga tip.	3439766	Tom is the most boring person I know.
4655234	Ka Tokyo ka kham heh ban iaka Yokohama.	279779	Tokyo is bigger than Yokohama.
4655238	Phi dei uba heh tam.	2218422	You're the biggest.
4655241	Phi long uba heh tam.	2218422	You're the biggest.
4658212	Lait.	28129	Wrong.
4658213	Kham eh.	30397	Louder.
4658216	Kham jam.	30397	Louder.
4658219	Kham jarjar.	30433	Quieter!
4658222	Kaei?	36088	What?
4658225	Uei?	36088	What?
4658226	Iei?	36088	What?
4658233	Ani!	52027	Wow!
4658234	Iap?	246359	Dead?
4658238	Lah iap?	246359	Dead?
4658244	Bymlah ngeit.	268828	Unbelievable!
4658246	Hatshi!	361576	Achoo!
4658247	Shisha!	373216	Really?
4658251	Kumno!	373330	Hello!
4658252	Ei!	373330	Hello!
4658258	Biang!	374568	Perfect!
4658262	Khatduh-khatwai!	392296	Finally!
4658265	Sngewbha.	393357	Please.
4658337	Bew!	434766	Fuck!
4658345	Biw!	434766	Fuck!
4658348	Bow!	434766	Fuck!
4658349	Iarap!	435084	Help!
4658358	Sangeh!	448320	Stop!
4658363	Thngan?	457629	Hungry?
4658368	Bieij.	460198	Crazy!
4658371	Shiteng khlieh.	460198	Crazy!
4658372	Eit.	462424	Shit.
4658373	Bleh.	477377	Blah.
4658414	Nga sngew kum ka rit.	1546236	I feel like shit.
4658419	Thik!	483280	Precisely!
4658452	Phi dang lah ban kren ka ktien tynrai jongphi?	3268025	Are you still able to speak your tribal language?
4658454	Phi khlem pynpait iaka.	2273984	You didn't break it.
4658455	Phim shym pynpait iaka.	2273984	You didn't break it.
4658456	Phi dei ban thied ticket ia u Tom ruh.	3150427	You should probably buy a ticket for Tom, too.
4658460	Ngam pyrkhat kum maphi.	3452098	I don't think like you.
4658463	Ngam pyrkhat kum mame.	3452098	I don't think like you.
4658467	Ngam pyrkhat kum mapha.	3452098	I don't think like you.
4658471	Nga kwah ba un leit hapoh shiteng sngi.	3904796	I want him gone by noon.
4658476	Nga lah bam lypa shuwa ba ngan poi ha jingkhawai.	953467	I had already eaten before I arrived at the party.
4658485	Ka iakren bad ki paralok jongka shaphang ka baseball game.	317228	She chatted with her friends about the baseball game.
4658505	Hato phim pyrkhat re ba ka long khyllah ba um don hangne?	282993	Don't you think it strange that he is not here?
4658510	Nga khlem iohsngew iaphi.	3902275	I did not hear you.
4658512	Ngam shym iohsngew iaphi.	3902275	I did not hear you.
4658523	"Kynmaw jingkular jongphi!" "Wat khuslai! Nga lah ban buhrieh!"	2584170	"Remember your promise!" "Don't worry! I can keep a secret!"
4658536	Jia aiu mynta ha Poland?	1170058	What's happening now in Poland?
4658551	Ki tiarthma nuclear ki long ka jingma ia ka jaitbynriew.	21723	Nuclear weapons are a threat to the human race.
4658564	Ka dei ka jingpynsep-ei iaka por bad iaka pisa.	4375680	It's a waste of time and a waste of money.
4658572	Ngam pat lah re ban kynmaw iaki kyntien kato ka jongrwai.	3733987	I still can't remember the words to that song.
4658577	Ym baroh ba ong u Tom dei ba shisha.	3506458	Not everything Tom said was true.
4658581	Ym baroh ba u Tom u ong dei ba shisha.	3506458	Not everything Tom said was true.
4658588	Don duna um bha ha kophi jongphi.	2769820	There is very little water in your coffee.
4658592	Kumno phi sei bha iaka shynrong pylleng phon? Don buit ne kumno?	2698819	How do you take off the shell of a boiled egg cleanly? Is there some sort of trick?
4658607	"Me thiah bad ka!" "Nga khlem thiah."	2103100	"You slept with her!" "I did not."
4658609	Ngam lah ngeit ngi dang ia don hangne.	1950899	I can't believe we're all still here.
4658615	Bunsap lane jaituh. Hynrei ym baroh ar.	2376781	Either skillful or lazy. But not both.
4658643	I'u Tom la sngewtynnad da ki paralok jong u.	37037	Tom is liked by his friends.
4658683	Kane ka sentence ka dei jong nga.	788588	This sentence is mine.
4658704	Phi don samla ba biang?	4145046	Do you have a steady boyfriend?
4658724	Nga lah pynjrong iaka shuti.	3694196	I extended my holiday.
4658726	Nga lah pynjlan iaka shuti.	3694196	I extended my holiday.
4658733	Ki ialeh aiu?	2821661	What're they doing?
4658735	Aiu ki ialeh?	2821661	What're they doing?
4658744	Nga dang shu buh shwa ba phin phah hi.	2582014	I had just put it before you ask me to.
4658750	U mih khlem khang ka jingkhang.	2230426	He left without having shut the door.
4682929	Ka buh ia ki khun sha jingthiah.	2137238	She puts the children to bed.
4682931	Kato ka sngi nga lut umphniang ha pdeng kawei ka khap jylla.	58088	The other day I ran out of gas in the middle of a busy Interstate.
4682934	Phim pat pyrshang hi.	3385039	You haven't even tried.
4682935	Nga shong baroh shi miet thoh jingthoh.	2359300	I've been up all night writing.
4682937	Jia aiu ia nga?	1014479	What is wrong with me?
4682939	Kumno ki iitkhmat jongki ki shah kylliang? Maki ruh kim sngewthuh iakata.	901435	How did their glasses get swapped? Even they themselves didn't understand it!
4782491	Ngam tharai kin iohsngew iangi.	4540981	I don't think they're going to hear us.
4782493	Phi lah ju poi sha Minnesota?	3002200	Have you ever been to Minnesota?
4782494	Phi lah poi sha Minnesota?	3002200	Have you ever been to Minnesota?
4782501	Phi lah sait ki kti?	31342	Have you washed your hands yet?
4782506	U poi hangne dang mynta.	291654	He arrived here just now.
4782510	U poi shane dang mynta.	291654	He arrived here just now.
4782514	U Tom u kmen ban iohsngew iaka sur jong ka Mary.	1027781	Tom was glad to hear Mary's voice.
4782529	Balei phi donkam TV ba thymmai?	687786	Why do you need a new television?
4782547	Nga khlem ai eiei ia u Tom.	2275853	I didn't give Tom anything.
4782550	Ngam shem ai eiei ia u Tom.	2275853	I didn't give Tom anything.
4782616	U dih sha man ka step.	3715835	He has tea every morning.
4782619	Ka pynkyndit ia nga.	2510839	It took me by surprise.
4782620	Ka pynlyngngoh ianga.	2510839	It took me by surprise.
4782625	U Tom u khlem wan ïng haduh 2:30.	2642403	Tom didn't come home until 2:30.
4782627	U Tom um shym wan ïng haduh 2:30.	2642403	Tom didn't come home until 2:30.
4840947	U donkam pisa.	289456	He is in need of money.
4840948	U don ha ka jingdonkam pisa.	289456	He is in need of money.
4840952	Kyrteng aiu kane ka wah?	58126	What is the name of this river?
4840953	Kane ka wah ka kyrteng aiu?	58126	What is the name of this river?
4840954	Aiu ka kyrteng kane ka wah?	58126	What is the name of this river?
4840955	Kaei ka kyrteng jong kane ka wah?	58126	What is the name of this river?
4840956	Ai ia u Tom katba u pan.	1849354	Give Tom everything he asks for.
4840957	Ai katba pan u Tom.	1849354	Give Tom everything he asks for.
4840958	U Tom u hap naki mawstep.	1094130	Tom fell down the stairs.
4840959	Ngam pat iohi iaka lah slem.	451796	I haven't seen her for a long time.
4840960	Ka sngewieid bha.	3409039	That was really sweet.
4840961	Kumno ngan pyniapbieij ia u Tom?	3448857	How am I going to impress Tom?
4840962	Mynba ka ïng ka ing, ka jingsngewma ka wan ha nga.	49404	When the house caught fire, an awful feeling came over me.
4840963	Ka jinglong kam shem leh bha eiei ia ka nam jong u.	47954	The behavior did his reputation no good.
4840965	Lano ngan ioh ban iohi ia ka jingktah jong kane ka sabon?	2760223	When will I get to see the effect of this soap?
4840966	U Tom u dei u paralok jong u paralok jong nga.	1025186	Tom is a friend of a friend of mine.
4840967	Mano ba stet tam naki lai ngut?	72679	Who runs the fastest of the three?
4840968	Mano ba mareh stet tam na ki lai ngut?	72679	Who runs the fastest of the three?
4840969	U Tom u ai ia ka jakashong jong u ha I tymmen kynthei.	1025693	Tom gave his seat to an elderly lady.
4840971	Jied ia iba phi sngewtynnad tam.	3736777	Pick the one you like best.
4840972	Jied ia iba phi best tam.	3736777	Pick the one you like best.
4844550	Lada ym dei mynta, lano?	4844536	If not now, when?
4853211	U Tom um lah ngeit ba ka Mary ka mut shisha ban leit.	1095616	Tom can't believe Mary is really planning to go.
4853212	U Tom un pynmynsaw ia phi.	3402381	Tom is going to hurt you.
4853213	U Tom un pynmynsaw ia pha.	3402381	Tom is going to hurt you.
4853214	U Tom un pynmong ia me.	3402381	Tom is going to hurt you.
4853215	U Tom un pynmong ia phi.	3402381	Tom is going to hurt you.
4853216	U Tom un pynmynsaw ia me.	3402381	Tom is going to hurt you.
4853217	U Tom un pynmong ia pha.	3402381	Tom is going to hurt you.
4853224	Ngam thikna mano ba bat ka suitcase nga.	2952829	I'm not sure who has my suitcases.
4853225	Ngam thikna mano ba bat ka suitcase jong nga.	2952829	I'm not sure who has my suitcases.
4853226	Ngan sa iakynduh iaphi ha ïng.	2547815	I'll see you at home.
4853228	Ngan sa iakynduh iame ha ïng.	2547815	I'll see you at home.
4853229	Ngan sa iakynduh ia pha ha ïng.	2547815	I'll see you at home.
4853230	Sa iakynduh ha ïng.	2547815	I'll see you at home.
4853236	Ngan sa wad hi ka lad ban pynbeit iakane. Wat khuslai.	3098946	I'll figure out a way to fix this. Don't worry.
4853237	U Tom bad ka Mary kim da iarap than.	2642708	Tom and Mary weren't much help.
4853239	Don chewing-gum ba sahkut ha dien juti nga.	328660	There's gum stuck to the bottom of my shoe.
4853240	Kan sa ai party la shem taiew.	317373	She will give a party next week.
4853241	U bah Tanaka u nang bha ban tem piano.	279122	Mr. Tanaka can play the piano well.
4853243	Phim sngewbha leit re shata?	50869	Will you please go there?
4853244	Nga kwah ba phin sangeh kawang tiar ha nga.	1904491	I wish you'd quit throwing things at me.
4853245	Nga kwah ba phin sangeh pashat tiar ha nga.	1904491	I wish you'd quit throwing things at me.
4853249	Balei me tar iaka jaiñ haka jaka ban khap ia ka da ka khanshi?	36417	Why did you tear the cloth instead of cutting it with scissors?
4853250	One I dei I tiket kot.	3643167	This is a paper ticket.
4853251	Nga kwah jam sohplom.	2065057	I'd like some plum jam.
